1534753214.175831 server started (53732): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1534753214.175884 on Darwin 17.7.0 Darwin Kernel Version 17.7.0: Fri Jul  6 19:54:51 PDT 2018; root:xnu-4570.71.3~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1534753214.177529 add peer 0x7f8a6b810a00: 8 (0x7f8a6b810000)
1534753214.177566 new client 0x7f8a6b810000
1534753214.177642 loading /usr/local/etc/tmux.conf
1534753214.177662 loading /Users/boomfaya/.tmux.conf
1534753214.177679 server loop enter
1534753214.177746 peer 0x7f8a6b810a00 message 100
1534753214.177759 client 0x7f8a6b810000 IDENTIFY_FLAGS 0x10000
1534753214.177775 peer 0x7f8a6b810a00 message 101
1534753214.177791 client 0x7f8a6b810000 IDENTIFY_TERM xterm-256color
1534753214.177802 peer 0x7f8a6b810a00 message 102
1534753214.177811 client 0x7f8a6b810000 IDENTIFY_TTYNAME /dev/ttys000
1534753214.177821 peer 0x7f8a6b810a00 message 108
1534753214.177838 client 0x7f8a6b810000 IDENTIFY_CWD /Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.177850 peer 0x7f8a6b810a00 message 104
1534753214.177860 client 0x7f8a6b810000 IDENTIFY_STDIN 6
1534753214.177869 peer 0x7f8a6b810a00 message 107
1534753214.177877 client 0x7f8a6b810000 IDENTIFY_CLIENTPID 53730
1534753214.177885 peer 0x7f8a6b810a00 message 105
1534753214.177899 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM=Apple_Terminal
1534753214.177908 peer 0x7f8a6b810a00 message 105
1534753214.177917 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHELL=/bin/bash
1534753214.177925 peer 0x7f8a6b810a00 message 105
1534753214.177935 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM=xterm-256color
1534753214.177943 peer 0x7f8a6b810a00 message 105
1534753214.177956 client 0x7f8a6b810000 IDENTIFY_ENVIRON TMPDIR=/var/folders/bd/s4sljn7971v1crx8w_ng5dw80000gn/T/
1534753214.177966 peer 0x7f8a6b810a00 message 105
1534753214.177976 client 0x7f8a6b810000 IDENTIFY_ENVIRON Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.KwcQto41IO/Render
1534753214.177984 peer 0x7f8a6b810a00 message 105
1534753214.177994 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=404
1534753214.178002 peer 0x7f8a6b810a00 message 105
1534753214.178012 client 0x7f8a6b810000 IDENTIFY_ENVIRON OLDPWD=/Users/boomfaya/go/src/github.com/hello-operator
1534753214.178020 peer 0x7f8a6b810a00 message 105
1534753214.178029 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_SESSION_ID=61C5D989-F254-48DA-9F65-A63D33E0629A
1534753214.178038 peer 0x7f8a6b810a00 message 105
1534753214.178047 client 0x7f8a6b810000 IDENTIFY_ENVIRON USER=boomfaya
1534753214.178055 peer 0x7f8a6b810a00 message 105
1534753214.178064 client 0x7f8a6b810000 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.xCPHqxhbIF/Listeners
1534753214.178073 peer 0x7f8a6b810a00 message 105
1534753214.178084 client 0x7f8a6b810000 IDENTIFY_ENVIRON PATH=/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/usr/local/go/bin:/usr/local/go/bin:/Users/boomfaya/go/bin:/usr/local/opt/go/libexec/bin
1534753214.178093 peer 0x7f8a6b810a00 message 105
1534753214.178103 client 0x7f8a6b810000 IDENTIFY_ENVIRON PWD=/Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.178111 peer 0x7f8a6b810a00 message 105
1534753214.178120 client 0x7f8a6b810000 IDENTIFY_ENVIRON LANG=fr_FR.UTF-8
1534753214.178129 peer 0x7f8a6b810a00 message 105
1534753214.178138 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1534753214.178146 peer 0x7f8a6b810a00 message 105
1534753214.178155 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1534753214.178164 peer 0x7f8a6b810a00 message 105
1534753214.178173 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHLVL=1
1534753214.178181 peer 0x7f8a6b810a00 message 105
1534753214.178190 client 0x7f8a6b810000 IDENTIFY_ENVIRON HOME=/Users/boomfaya
1534753214.178199 peer 0x7f8a6b810a00 message 105
1534753214.178207 client 0x7f8a6b810000 IDENTIFY_ENVIRON LOGNAME=boomfaya
1534753214.178215 peer 0x7f8a6b810a00 message 105
1534753214.178224 client 0x7f8a6b810000 IDENTIFY_ENVIRON GOPATH=/Users/boomfaya/go
1534753214.178233 peer 0x7f8a6b810a00 message 105
1534753214.178243 client 0x7f8a6b810000 IDENTIFY_ENVIRON _=/usr/local/bin/tmux
1534753214.178271 peer 0x7f8a6b810a00 message 106
1534753214.178280 client 0x7f8a6b810000 name is /dev/ttys000
1534753214.178312 tty_resize: /dev/ttys000 now 241x53
1534753214.178324 peer 0x7f8a6b810a00 message 200
1534753214.178342 cmdq_next <global>: enter
1534753214.178355 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.196750 /dev/ttys000: \r
1534753214.196756 /dev/ttys000: \n
1534753214.196762 /dev/ttys000: \033[K
1534753214.196769 tty_clear_line: 241 at 0,47
1534753214.196776 /dev/ttys000: \r
1534753214.196784 /dev/ttys000: \n
1534753214.196790 /dev/ttys000: \033[K
1534753214.196797 tty_clear_line: 241 at 0,48
1534753214.196803 /dev/ttys000: \r
1534753214.196809 /dev/ttys000: \n
1534753214.196815 /dev/ttys000: \033[K
1534753214.196822 tty_clear_line: 241 at 0,49
1534753214.196828 /dev/ttys000: \r
1534753214.196834 /dev/ttys000: \n
1534753214.196840 /dev/ttys000: \033[K
1534753214.196846 tty_clear_line: 241 at 0,50
1534753214.196865 /dev/ttys000: \r
1534753214.196871 /dev/ttys000: \n
1534753214.196878 /dev/ttys000: \033[K
1534753214.196884 tty_clear_line: 241 at 0,51
1534753214.196890 /dev/ttys000: \r
1534753214.196897 /dev/ttys000: \n
1534753214.196903 /dev/ttys000: \033[K
1534753214.196909 /dev/ttys000: \r
1534753214.196915 /dev/ttys000: \n
1534753214.196928 /dev/ttys000: \033[30m
1534753214.196935 /dev/ttys000: \033[42m
1534753214.196945 /dev/ttys000: [0] 0:bash*                                                                                                                                                                                                            "boomfaya" 10:20 20-ao\303\273-1
1534753214.196952 /dev/ttys000: 8
1534753214.196961 /dev/ttys000: \033(B\033[m
1534753214.196972 /dev/ttys000: redraw added 524 bytes
1534753214.196981 /dev/ttys000: \033[1;1H
1534753214.196989 /dev/ttys000: \033[?12l\033[?25h
1534753214.196997 @0 active pane not changed
1534753214.197021 /dev/ttys000: wrote 542 bytes (of 542)
1534753214.197029 /dev/ttys000: waiting for redraw, 0 bytes left
1534753214.197035 redraw timer fired
1534753214.197042 cmdq_next <global>: empty
1534753214.197049 cmdq_next <0x7f8a6b810000>: empty
1534753214.197057 @0 active pane not changed
1534753214.206660 %0 has 50 bytes
1534753214.206683 @0 alerts timer reset 0
1534753214.206705 screen_write_start: size 241x52, pane %0
1534753214.206714 input_parse: %0 ground, 50 bytes: Restored session: Lun 20 ao\303\273 2018 10:20:12 CEST\r\n
1534753214.206722 screen_write_collect_end: 27 Restored session: Lun 20 ao (at 0,0)
1534753214.206731 input_top_bit_set 2 '\303\273' (width 1)
1534753214.206743 /dev/ttys000: Restored session: Lun 20 ao
1534753214.206751 screen_write_collect_flush: flushed 1 items (27 bytes)
1534753214.206759 /dev/ttys000: \303\273
1534753214.206766 screen_write_collect_end: 19  2018 10:20:12 CEST (at 28,0)
1534753214.206773 input_c0_dispatch: '\r'
1534753214.206779 input_c0_dispatch: '\n'
1534753214.206788 screen_write_linefeed: at 0,0 (region 0-51)
1534753214.206795 /dev/ttys000:  2018 10:20:12 CEST
1534753214.206802 screen_write_collect_flush: flushed 1 items (19 bytes)
1534753214.206808 screen_write_stop: 47 cells (47 written, 0 skipped)
1534753214.206816 cmdq_next <global>: empty
1534753214.206823 cmdq_next <0x7f8a6b810000>: empty
1534753214.206830 /dev/ttys000: \r
1534753214.206837 /dev/ttys000: \n
1534753214.206844 @0 active pane changed
1534753214.206911 format '#{pane_current_command}' -> 'bash'
1534753214.206921 format '' -> ''
1534753214.206929 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'bash'
1534753214.206952 @0 name not changed (still bash)
1534753214.206975 /dev/ttys000: wrote 50 bytes (of 50)
1534753214.206983 cmdq_next <global>: empty
1534753214.206990 cmdq_next <0x7f8a6b810000>: empty
1534753214.206998 @0 active pane not changed
1534753214.215821 %0 has 83 bytes
1534753214.215845 @0 alerts timer reset 0
1534753214.215855 screen_write_start: size 241x52, pane %0
1534753214.215863 input_parse: %0 ground, 83 bytes: \033]7;file://boomfaya/Users/boomfaya/go/src/github.com/hello-operator/hello-operator\a
1534753214.215877 input_enter_osc
1534753214.215891 input_exit_osc: "7;file://boomfaya/Users/boomfaya/go/src/github.com/hello-operator/hello-operator"
1534753214.215899 input_exit_osc: unknown '7'
1534753214.215907 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753214.215914 screen_write_stop: 0 cells (0 written, 0 skipped)
1534753214.215921 cmdq_next <global>: empty
1534753214.215929 cmdq_next <0x7f8a6b810000>: empty
1534753214.215937 @0 active pane changed
1534753214.215944 @0 name timer queued (490907 left)
1534753214.216072 %0 has 34 bytes
1534753214.216090 @0 alerts timer reset 0
1534753214.216101 screen_write_start: size 241x52, pane %0
1534753214.216110 input_parse: %0 ground, 34 bytes: boomfaya:hello-operator boomfaya$ 
1534753214.216119 screen_write_collect_end: 34 boomfaya:hello-operator boomfaya$  (at 0,1)
1534753214.216130 /dev/ttys000: boomfaya:hello-operator boomfaya$ 
1534753214.216138 screen_write_collect_flush: flushed 1 items (34 bytes)
1534753214.216166 screen_write_stop: 34 cells (34 written, 0 skipped)
1534753214.216175 cmdq_next <global>: empty
1534753214.216183 cmdq_next <0x7f8a6b810000>: empty
1534753214.216192 @0 active pane changed
1534753214.216200 @0 name timer already queued (490652 left)
1534753214.216224 /dev/ttys000: wrote 34 bytes (of 34)
1534753214.216233 cmdq_next <global>: empty
1534753214.216241 cmdq_next <0x7f8a6b810000>: empty
1534753214.216248 @0 active pane changed
1534753214.216256 @0 name timer already queued (490595 left)
1534753214.707003 @0 name timer expired
1534753214.707096 cmdq_next <global>: empty
1534753214.707163 cmdq_next <0x7f8a6b810000>: empty
1534753214.707214 @0 active pane changed
1534753214.707414 format '#{pane_current_command}' -> 'bash'
1534753214.707454 format '' -> ''
1534753214.707477 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'bash'
1534753214.707546 @0 name not changed (still bash)
1534753223.264924 /dev/ttys000: read 1 bytes (already 0)
1534753223.264982 /dev/ttys000: keys are 1 (:)
1534753223.265007 /dev/ttys000: next key is 1 (:) (expired=0)
1534753223.265028 /dev/ttys000: complete key : 0x3a
1534753223.265050 session 0 activity 1534753223.265047 (last 1534753214.188951)
1534753223.265072 cmd_find_from_session: s=$0
1534753223.265091 cmd_find_from_session: wl=0 1 w=@0 bash
1534753223.265109 cmd_find_from_session: wp=%0
1534753223.265127 cmd_find_from_session: idx=none
1534753223.265146 session 0 not pasting
1534753223.265169 key table root (pane %0)
1534753223.265188 not found in key table root
1534753223.265209 writing key 0x3a (:) to %0
1534753223.265241 cmdq_next <global>: empty
1534753223.265262 cmdq_next <0x7f8a6b810000>: empty
1534753223.265284 @0 active pane not changed
1534753223.265333 cmdq_next <global>: empty
1534753223.265354 cmdq_next <0x7f8a6b810000>: empty
1534753223.265375 @0 active pane not changed
1534753223.265476 %0 has 1 bytes
1534753223.265516 @0 alerts timer reset 0
1534753223.265542 screen_write_start: size 241x52, pane %0
1534753223.265562 input_parse: %0 ground, 1 bytes: :
1534753223.265583 screen_write_collect_end: 1 : (at 34,1)
1534753223.265605 /dev/ttys000: :
1534753223.265626 screen_write_collect_flush: flushed 1 items (1 bytes)
1534753223.265645 screen_write_stop: 1 cells (1 written, 0 skipped)
1534753223.265665 cmdq_next <global>: empty
1534753223.265685 cmdq_next <0x7f8a6b810000>: empty
1534753223.265705 @0 active pane changed
1534753223.265819 format '#{pane_current_command}' -> 'bash'
1534753223.265846 format '' -> ''
1534753223.265867 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'bash'
1534753223.265926 @0 name not changed (still bash)
1534753223.265999 /dev/ttys000: wrote 1 bytes (of 1)
1534753223.266034 cmdq_next <global>: empty
1534753223.266066 cmdq_next <0x7f8a6b810000>: empty
1534753223.266098 @0 active pane not changed
1534753224.912996 /dev/ttys000: read 1 bytes (already 0)
1534753224.913064 /dev/ttys000: keys are 1 (q)
1534753224.913095 /dev/ttys000: next key is 1 (q) (expired=0)
1534753224.913123 /dev/ttys000: complete key q 0x71
1534753224.913153 session 0 activity 1534753224.913148 (last 1534753223.265047)
1534753224.913182 cmd_find_from_session: s=$0
1534753224.913207 cmd_find_from_session: wl=0 1 w=@0 bash
1534753224.913230 cmd_find_from_session: wp=%0
1534753224.913254 cmd_find_from_session: idx=none
1534753224.913279 session 0 not pasting
1534753224.913307 key table root (pane %0)
1534753224.913331 not found in key table root
1534753224.913359 writing key 0x71 (q) to %0
1534753224.913389 cmdq_next <global>: empty
1534753224.913417 cmdq_next <0x7f8a6b810000>: empty
1534753224.913446 @0 active pane not changed
1534753224.913511 cmdq_next <global>: empty
1534753224.913540 cmdq_next <0x7f8a6b810000>: empty
1534753224.913566 @0 active pane not changed
1534753224.913635 %0 has 1 bytes
1534753224.913686 @0 alerts timer reset 0
1534753224.913708 screen_write_start: size 241x52, pane %0
1534753224.913727 input_parse: %0 ground, 1 bytes: q
1534753224.913783 screen_write_collect_end: 1 q (at 35,1)
1534753224.913802 /dev/ttys000: q
1534753224.913819 screen_write_collect_flush: flushed 1 items (1 bytes)
1534753224.913834 screen_write_stop: 1 cells (1 written, 0 skipped)
1534753224.913849 cmdq_next <global>: empty
1534753224.913864 cmdq_next <0x7f8a6b810000>: empty
1534753224.913880 @0 active pane changed
1534753224.914010 format '#{pane_current_command}' -> 'bash'
1534753224.914034 format '' -> ''
1534753224.914051 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'bash'
1534753224.914101 @0 name not changed (still bash)
1534753224.914144 /dev/ttys000: wrote 1 bytes (of 1)
1534753224.914162 cmdq_next <global>: empty
1534753224.914177 cmdq_next <0x7f8a6b810000>: empty
1534753224.914193 @0 active pane not changed
1534753225.047497 /dev/ttys000: read 1 bytes (already 0)
1534753225.047557 /dev/ttys000: keys are 1 (\r)
1534753225.047582 /dev/ttys000: next key is 1 (\r) (expired=0)
1534753225.047604 /dev/ttys000: complete key \r 0xd
1534753225.047628 session 0 activity 1534753225.047624 (last 1534753224.913148)
1534753225.047652 cmd_find_from_session: s=$0
1534753225.047673 cmd_find_from_session: wl=0 1 w=@0 bash
1534753225.047693 cmd_find_from_session: wp=%0
1534753225.047711 cmd_find_from_session: idx=none
1534753225.047730 session 0 not pasting
1534753225.047752 key table root (pane %0)
1534753225.047771 not found in key table root
1534753225.047793 writing key 0xd (Enter) to %0
1534753225.047817 cmdq_next <global>: empty
1534753225.047839 cmdq_next <0x7f8a6b810000>: empty
1534753225.047863 @0 active pane not changed
1534753225.047924 cmdq_next <global>: empty
1534753225.047947 cmdq_next <0x7f8a6b810000>: empty
1534753225.047968 @0 active pane not changed
1534753225.048020 %0 has 2 bytes
1534753225.048045 @0 alerts timer reset 0
1534753225.048069 screen_write_start: size 241x52, pane %0
1534753225.048091 input_parse: %0 ground, 2 bytes: \r\n
1534753225.048110 input_c0_dispatch: '\r'
1534753225.048129 input_c0_dispatch: '\n'
1534753225.048150 screen_write_linefeed: at 0,1 (region 0-51)
1534753225.048170 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753225.048197 screen_write_stop: 0 cells (0 written, 0 skipped)
1534753225.048228 cmdq_next <global>: empty
1534753225.048259 cmdq_next <0x7f8a6b810000>: empty
1534753225.048293 /dev/ttys000: \r
1534753225.048325 /dev/ttys000: \n
1534753225.048352 @0 active pane changed
1534753225.048376 @0 name timer queued (365520 left)
1534753225.048433 /dev/ttys000: wrote 2 bytes (of 2)
1534753225.048457 cmdq_next <global>: empty
1534753225.048477 cmdq_next <0x7f8a6b810000>: empty
1534753225.048498 @0 active pane changed
1534753225.048518 @0 name timer already queued (365378 left)
1534753225.057166 %0 has 30 bytes
1534753225.057213 @0 alerts timer reset 0
1534753225.057237 screen_write_start: size 241x52, pane %0
1534753225.057256 input_parse: %0 ground, 30 bytes: -bash: :q: command not found\r\n
1534753225.057275 screen_write_collect_end: 28 -bash: :q: command not found (at 0,2)
1534753225.057292 input_c0_dispatch: '\r'
1534753225.057306 input_c0_dispatch: '\n'
1534753225.057321 screen_write_linefeed: at 0,2 (region 0-51)
1534753225.057339 /dev/ttys000: -bash: :q: command not found
1534753225.057358 screen_write_collect_flush: flushed 1 items (28 bytes)
1534753225.057374 screen_write_stop: 28 cells (28 written, 0 skipped)
1534753225.057392 cmdq_next <global>: empty
1534753225.057408 cmdq_next <0x7f8a6b810000>: empty
1534753225.057426 /dev/ttys000: \r
1534753225.057442 /dev/ttys000: \n
1534753225.057461 @0 active pane changed
1534753225.057478 @0 name timer already queued (356418 left)
1534753225.057529 /dev/ttys000: wrote 30 bytes (of 30)
1534753225.057548 cmdq_next <global>: empty
1534753225.057564 cmdq_next <0x7f8a6b810000>: empty
1534753225.057580 @0 active pane changed
1534753225.057597 @0 name timer already queued (356298 left)
1534753225.061696 %0 has 83 bytes
1534753225.061731 @0 alerts timer reset 0
1534753225.061748 screen_write_start: size 241x52, pane %0
1534753225.061768 input_parse: %0 ground, 83 bytes: \033]7;file://boomfaya/Users/boomfaya/go/src/github.com/hello-operator/hello-operator\a
1534753225.061783 input_enter_osc
1534753225.061802 input_exit_osc: "7;file://boomfaya/Users/boomfaya/go/src/github.com/hello-operator/hello-operator"
1534753225.061814 input_exit_osc: unknown '7'
1534753225.061828 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753225.061840 screen_write_stop: 0 cells (0 written, 0 skipped)
1534753225.061854 cmdq_next <global>: empty
1534753225.061867 cmdq_next <0x7f8a6b810000>: empty
1534753225.061880 @0 active pane changed
1534753225.061893 @0 name timer already queued (352003 left)
1534753225.061923 %0 has 34 bytes
1534753225.061936 @0 alerts timer reset 0
1534753225.061949 screen_write_start: size 241x52, pane %0
1534753225.061962 input_parse: %0 ground, 34 bytes: boomfaya:hello-operator boomfaya$ 
1534753225.061976 screen_write_collect_end: 34 boomfaya:hello-operator boomfaya$  (at 0,3)
1534753225.061990 /dev/ttys000: boomfaya:hello-operator boomfaya$ 
1534753225.062004 screen_write_collect_flush: flushed 1 items (34 bytes)
1534753225.062016 screen_write_stop: 34 cells (34 written, 0 skipped)
1534753225.062028 cmdq_next <global>: empty
1534753225.062040 cmdq_next <0x7f8a6b810000>: empty
1534753225.062052 @0 active pane changed
1534753225.062063 @0 name timer already queued (351831 left)
1534753225.062097 /dev/ttys000: wrote 34 bytes (of 34)
1534753225.062111 cmdq_next <global>: empty
1534753225.062122 cmdq_next <0x7f8a6b810000>: empty
1534753225.062134 @0 active pane changed
1534753225.062146 @0 name timer already queued (351749 left)
1534753225.414988 @0 name timer expired
1534753225.415059 cmdq_next <global>: empty
1534753225.415086 cmdq_next <0x7f8a6b810000>: empty
1534753225.415113 @0 active pane changed
1534753225.415270 format '#{pane_current_command}' -> 'bash'
1534753225.415303 format '' -> ''
1534753225.415325 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'bash'
1534753225.415393 @0 name not changed (still bash)
1534753226.104875 /dev/ttys000: read 1 bytes (already 0)
1534753226.104936 /dev/ttys000: keys are 1 (e)
1534753226.104961 /dev/ttys000: next key is 1 (e) (expired=0)
1534753226.104982 /dev/ttys000: complete key e 0x65
1534753226.105006 session 0 activity 1534753226.105001 (last 1534753225.047624)
1534753226.105029 cmd_find_from_session: s=$0
1534753226.105049 cmd_find_from_session: wl=0 1 w=@0 bash
1534753226.105067 cmd_find_from_session: wp=%0
1534753226.105085 cmd_find_from_session: idx=none
1534753226.105104 session 0 not pasting
1534753226.105126 key table root (pane %0)
1534753226.105145 not found in key table root
1534753226.105166 writing key 0x65 (e) to %0
1534753226.105191 cmdq_next <global>: empty
1534753226.105213 cmdq_next <0x7f8a6b810000>: empty
1534753226.105236 @0 active pane not changed
1534753226.105298 cmdq_next <global>: empty
1534753226.105322 cmdq_next <0x7f8a6b810000>: empty
1534753226.105343 @0 active pane not changed
1534753226.105439 %0 has 1 bytes
1534753226.105468 @0 alerts timer reset 0
1534753226.105493 screen_write_start: size 241x52, pane %0
1534753226.105513 input_parse: %0 ground, 1 bytes: e
1534753226.105534 screen_write_collect_end: 1 e (at 34,3)
1534753226.105557 /dev/ttys000: e
1534753226.105579 screen_write_collect_flush: flushed 1 items (1 bytes)
1534753226.105598 screen_write_stop: 1 cells (1 written, 0 skipped)
1534753226.105619 cmdq_next <global>: empty
1534753226.105639 cmdq_next <0x7f8a6b810000>: empty
1534753226.105659 @0 active pane changed
1534753226.105824 format '#{pane_current_command}' -> 'bash'
1534753226.105855 format '' -> ''
1534753226.105878 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'bash'
1534753226.105944 @0 name not changed (still bash)
1534753226.106003 /dev/ttys000: wrote 1 bytes (of 1)
1534753226.106026 cmdq_next <global>: empty
1534753226.106047 cmdq_next <0x7f8a6b810000>: empty
1534753226.106068 @0 active pane not changed
1534753226.369043 /dev/ttys000: read 1 bytes (already 0)
1534753226.369118 /dev/ttys000: keys are 1 (x)
1534753226.369153 /dev/ttys000: next key is 1 (x) (expired=0)
1534753226.369180 /dev/ttys000: complete key x 0x78
1534753226.369206 session 0 activity 1534753226.369201 (last 1534753226.105001)
1534753226.369231 cmd_find_from_session: s=$0
1534753226.369252 cmd_find_from_session: wl=0 1 w=@0 bash
1534753226.369271 cmd_find_from_session: wp=%0
1534753226.369290 cmd_find_from_session: idx=none
1534753226.369313 session 0 not pasting
1534753226.369336 key table root (pane %0)
1534753226.369356 not found in key table root
1534753226.369379 writing key 0x78 (x) to %0
1534753226.369406 cmdq_next <global>: empty
1534753226.369429 cmdq_next <0x7f8a6b810000>: empty
1534753226.369454 @0 active pane not changed
1534753226.369523 cmdq_next <global>: empty
1534753226.369548 cmdq_next <0x7f8a6b810000>: empty
1534753226.369569 @0 active pane not changed
1534753226.369626 %0 has 1 bytes
1534753226.369652 @0 alerts timer reset 0
1534753226.369677 screen_write_start: size 241x52, pane %0
1534753226.369699 input_parse: %0 ground, 1 bytes: x
1534753226.369721 screen_write_collect_end: 1 x (at 35,3)
1534753226.369744 /dev/ttys000: x
1534753226.369767 screen_write_collect_flush: flushed 1 items (1 bytes)
1534753226.369787 screen_write_stop: 1 cells (1 written, 0 skipped)
1534753226.369808 cmdq_next <global>: empty
1534753226.369829 cmdq_next <0x7f8a6b810000>: empty
1534753226.369850 @0 active pane changed
1534753226.369870 @0 name timer queued (235809 left)
1534753226.369926 /dev/ttys000: wrote 1 bytes (of 1)
1534753226.369953 cmdq_next <global>: empty
1534753226.369976 cmdq_next <0x7f8a6b810000>: empty
1534753226.369997 @0 active pane changed
1534753226.370017 @0 name timer already queued (235662 left)
1534753226.496480 /dev/ttys000: read 1 bytes (already 0)
1534753226.496526 /dev/ttys000: keys are 1 (i)
1534753226.496544 /dev/ttys000: next key is 1 (i) (expired=0)
1534753226.496561 /dev/ttys000: complete key i 0x69
1534753226.496580 session 0 activity 1534753226.496577 (last 1534753226.369201)
1534753226.496598 cmd_find_from_session: s=$0
1534753226.496614 cmd_find_from_session: wl=0 1 w=@0 bash
1534753226.496629 cmd_find_from_session: wp=%0
1534753226.496643 cmd_find_from_session: idx=none
1534753226.496657 session 0 not pasting
1534753226.496674 key table root (pane %0)
1534753226.496688 not found in key table root
1534753226.496705 writing key 0x69 (i) to %0
1534753226.496723 cmdq_next <global>: empty
1534753226.496740 cmdq_next <0x7f8a6b810000>: empty
1534753226.496758 @0 active pane changed
1534753226.496773 @0 name timer already queued (108905 left)
1534753226.496817 cmdq_next <global>: empty
1534753226.496835 cmdq_next <0x7f8a6b810000>: empty
1534753226.496850 @0 active pane changed
1534753226.496865 @0 name timer already queued (108813 left)
1534753226.496903 %0 has 1 bytes
1534753226.496922 @0 alerts timer reset 0
1534753226.496940 screen_write_start: size 241x52, pane %0
1534753226.496956 input_parse: %0 ground, 1 bytes: i
1534753226.496972 screen_write_collect_end: 1 i (at 36,3)
1534753226.496990 /dev/ttys000: i
1534753226.497006 screen_write_collect_flush: flushed 1 items (1 bytes)
1534753226.497021 screen_write_stop: 1 cells (1 written, 0 skipped)
1534753226.497037 cmdq_next <global>: empty
1534753226.497052 cmdq_next <0x7f8a6b810000>: empty
1534753226.497067 @0 active pane changed
1534753226.497082 @0 name timer already queued (108597 left)
1534753226.497120 /dev/ttys000: wrote 1 bytes (of 1)
1534753226.497136 cmdq_next <global>: empty
1534753226.497151 cmdq_next <0x7f8a6b810000>: empty
1534753226.497166 @0 active pane changed
1534753226.497180 @0 name timer already queued (108498 left)
1534753226.606094 @0 name timer expired
1534753226.606166 cmdq_next <global>: empty
1534753226.606195 cmdq_next <0x7f8a6b810000>: empty
1534753226.606226 @0 active pane changed
1534753226.606400 format '#{pane_current_command}' -> 'bash'
1534753226.606440 format '' -> ''
1534753226.606471 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'bash'
1534753226.606544 @0 name not changed (still bash)
1534753226.728869 /dev/ttys000: read 1 bytes (already 0)
1534753226.728915 /dev/ttys000: keys are 1 (t)
1534753226.728934 /dev/ttys000: next key is 1 (t) (expired=0)
1534753226.728950 /dev/ttys000: complete key t 0x74
1534753226.728968 session 0 activity 1534753226.728964 (last 1534753226.496577)
1534753226.728986 cmd_find_from_session: s=$0
1534753226.729002 cmd_find_from_session: wl=0 1 w=@0 bash
1534753226.729016 cmd_find_from_session: wp=%0
1534753226.729030 cmd_find_from_session: idx=none
1534753226.729045 session 0 not pasting
1534753226.729061 key table root (pane %0)
1534753226.729076 not found in key table root
1534753226.729092 writing key 0x74 (t) to %0
1534753226.729111 cmdq_next <global>: empty
1534753226.729127 cmdq_next <0x7f8a6b810000>: empty
1534753226.729145 @0 active pane not changed
1534753226.729190 cmdq_next <global>: empty
1534753226.729207 cmdq_next <0x7f8a6b810000>: empty
1534753226.729223 @0 active pane not changed
1534753226.729309 %0 has 1 bytes
1534753226.729344 @0 alerts timer reset 0
1534753226.729365 screen_write_start: size 241x52, pane %0
1534753226.729382 input_parse: %0 ground, 1 bytes: t
1534753226.729399 screen_write_collect_end: 1 t (at 37,3)
1534753226.729417 /dev/ttys000: t
1534753226.729434 screen_write_collect_flush: flushed 1 items (1 bytes)
1534753226.729449 screen_write_stop: 1 cells (1 written, 0 skipped)
1534753226.729467 cmdq_next <global>: empty
1534753226.729483 cmdq_next <0x7f8a6b810000>: empty
1534753226.729500 @0 active pane changed
1534753226.729515 @0 name timer queued (376736 left)
1534753226.729558 /dev/ttys000: wrote 1 bytes (of 1)
1534753226.729575 cmdq_next <global>: empty
1534753226.729590 cmdq_next <0x7f8a6b810000>: empty
1534753226.729606 @0 active pane changed
1534753226.729621 @0 name timer already queued (376630 left)
1534753226.895403 /dev/ttys000: read 1 bytes (already 0)
1534753226.895463 /dev/ttys000: keys are 1 (\r)
